prospect_id,market,acquisition_channel,category_interest,device_type,engagement_score,assignment_date,converted
P00397,LT,Organic Search,Pet Care,desktop,0.5774,2025-01-02,0
P00398,LV,Paid Social,Home,mobile,0.2125,2025-08-18,0
P00399,EE,Paid Search,Home,mobile,0.3697,2025-02-02,0
P00400,LV,Paid Search,Home,desktop,0.6912,2025-06-24,0
P00401,LV,Affiliate,Pet Care,desktop,0.202,2025-07-13,1
P00402,LV,Paid Social,Electronics,desktop,0.4632,2025-02-22,0
P00403,LT,Paid Search,Electronics,mobile,0.2791,2025-01-23,1
P00404,LT,Paid Social,Beauty,mobile,0.4092,2025-08-28,0
P00405,LV,Paid Search,Electronics,mobile,0.1773,2025-04-25,0
P00406,LV,Paid Social,Sports,mobile,0.279,2025-01-04,1
P00407,EE,Paid Social,Home,desktop,0.8668,2025-07-10,1
P00408,EE,Affiliate,Pet Care,desktop,0.743,2025-04-18,0
P00409,LT,Paid Search,Sports,desktop,0.458,2025-09-27,0
P00410,LV,Paid Search,Home,mobile,0.691,2025-05-01,0
P00411,LT,Paid Social,Beauty,mobile,0.6507,2025-07-29,1
P00412,EE,CRM,Sports,mobile,0.6559,2025-05-14,0
P00413,LT,Paid Social,Beauty,mobile,0.6654,2025-03-18,0
P00414,LV,Paid Search,Sports,desktop,0.244,2025-08-08,0
P00415,LV,Affiliate,Electronics,mobile,0.3869,2025-07-01,0
P00416,EE,Paid Search,Pet Care,desktop,0.4097,2025-06-19,1
P00417,LV,Paid Search,Home,desktop,0.1427,2025-07-30,0
P00418,LV,CRM,Home,mobile,0.2404,2025-09-01,0
P00419,EE,Organic Search,Home,desktop,0.2977,2025-06-18,0
P00420,LV,Organic Search,Sports,desktop,0.2663,2025-06-02,1
P00421,LV,Paid Search,Sports,mobile,0.6249,2025-06-16,1
P00422,LV,Paid Social,Electronics,mobile,0.3379,2025-01-10,0
P00423,LV,Organic Search,Pet Care,desktop,0.5697,2025-09-30,0
P00424,LV,Paid Social,Electronics,mobile,0.681,2025-01-03,0
P00425,LV,CRM,Beauty,mobile,0.517,2025-03-27,1
P00426,LT,CRM,Pet Care,desktop,0.3837,2025-10-19,0
P00427,LT,Paid Social,Beauty,desktop,0.4224,2025-06-12,0
P00428,LV,Paid Search,Home,mobile,0.535,2025-05-05,1
P00429,LV,Paid Search,Home,mobile,0.2333,2025-09-16,0
P00430,LV,Affiliate,Home,desktop,0.3081,2025-10-03,1
P00431,LV,Paid Search,Pet Care,mobile,0.441,2025-07-17,0
P00432,LV,Paid Search,Home,mobile,0.0897,2025-08-06,0
P00433,LT,Paid Search,Beauty,mobile,0.0524,2025-03-17,0
P00434,LT,Paid Search,Home,mobile,0.3945,2025-08-07,0
P00435,LV,Organic Search,Sports,mobile,0.4151,2025-06-26,0
P00436,LV,Paid Social,Home,desktop,0.5311,2025-04-01,0
P00437,LV,Affiliate,Home,mobile,0.4059,2025-02-25,0
P00438,LV,Paid Search,Sports,desktop,0.0721,2025-01-04,0
P00439,EE,Paid Search,Beauty,mobile,0.6,2025-06-22,0
P00440,EE,CRM,Sports,desktop,0.7244,2025-01-02,0
P00441,LV,Organic Search,Sports,desktop,0.5717,2025-07-08,0
P00442,LT,Paid Search,Beauty,desktop,0.7229,2025-02-11,0
P00443,LT,CRM,Pet Care,mobile,0.1807,2025-09-16,0
P00444,LV,Paid Search,Pet Care,desktop,0.1341,2025-02-15,1
P00445,LT,Paid Search,Home,mobile,0.0759,2025-07-14,0
P00446,LV,Organic Search,Sports,mobile,0.4389,2025-09-24,0
P00447,LV,Paid Social,Beauty,desktop,0.5944,2025-03-05,0
P00448,LV,CRM,Electronics,desktop,0.1139,2025-04-18,1
P00449,LT,Organic Search,Electronics,mobile,0.5082,2025-06-15,0
P00450,LV,Paid Search,Home,mobile,0.4656,2025-04-11,1
P00451,LV,Organic Search,Home,mobile,0.6245,2025-03-03,0
P00452,LV,Organic Search,Electronics,desktop,0.7231,2025-04-03,0
P00453,LV,Organic Search,Home,mobile,0.1404,2025-10-02,0
P00454,LT,Paid Search,Beauty,mobile,0.4238,2025-03-02,0
P00455,LV,Affiliate,Beauty,mobile,0.1049,2025-07-06,0
P00456,LT,Paid Search,Beauty,desktop,0.4798,2025-06-10,1
P00457,LT,Affiliate,Electronics,desktop,0.2033,2025-04-15,1
P00458,LV,Paid Search,Electronics,desktop,0.3012,2025-09-20,0
P00459,LT,Paid Social,Beauty,desktop,0.4501,2025-08-13,0
P00460,EE,Paid Social,Pet Care,mobile,0.1217,2025-06-06,0
P00461,LT,Paid Social,Pet Care,desktop,0.1628,2025-08-06,0
P00462,LV,Paid Search,Electronics,desktop,0.4502,2025-01-04,0
P00463,LT,Organic Search,Pet Care,mobile,0.4116,2025-09-26,0
P00464,LV,Affiliate,Home,desktop,0.9055,2025-05-08,0
P00465,EE,Paid Social,Pet Care,desktop,0.6221,2025-08-26,0
P00466,LV,Paid Search,Home,mobile,0.2301,2025-04-12,0
P00467,LV,Paid Social,Electronics,mobile,0.4016,2025-05-18,1
P00468,LT,Affiliate,Sports,desktop,0.6316,2025-07-19,1
P00469,LV,CRM,Beauty,mobile,0.0969,2025-03-18,1
P00470,LV,CRM,Home,mobile,0.3865,2025-08-30,1
P00471,LV,Affiliate,Pet Care,mobile,0.1538,2025-04-08,0
P00472,LT,Organic Search,Electronics,mobile,0.1597,2025-03-07,0
P00473,LT,Affiliate,Electronics,desktop,0.3876,2025-08-03,1
P00474,LV,Paid Search,Pet Care,desktop,0.3354,2025-03-10,1
P00475,EE,Organic Search,Pet Care,desktop,0.1975,2025-10-26,0
P00476,EE,Paid Search,Home,desktop,0.2726,2025-10-25,0
P00477,LV,CRM,Electronics,desktop,0.2674,2025-10-19,1
P00478,LT,Affiliate,Sports,mobile,0.1146,2025-06-07,0
P00479,LV,Paid Social,Beauty,desktop,0.1783,2025-08-01,0
P00480,EE,CRM,Electronics,mobile,0.1981,2025-03-28,1
P00481,LT,CRM,Pet Care,mobile,0.5519,2025-03-17,0
P00482,EE,Paid Social,Electronics,mobile,0.2534,2025-03-07,0
P00483,LT,Paid Search,Home,mobile,0.6849,2025-09-12,0
P00484,LT,CRM,Home,mobile,0.5152,2025-02-14,1
P00485,LT,Organic Search,Electronics,mobile,0.1487,2025-03-22,0
P00486,LT,Organic Search,Home,mobile,0.1574,2025-07-30,1
P00487,LT,Paid Social,Electronics,desktop,0.3,2025-07-20,0
P00488,LT,CRM,Electronics,mobile,0.1651,2025-07-10,0
P00489,LV,Organic Search,Sports,mobile,0.4338,2025-06-08,0
P00490,LV,Paid Search,Home,desktop,0.4654,2025-07-02,1
P00491,LV,Paid Search,Sports,desktop,0.2465,2025-06-08,0
P00492,LV,Paid Social,Home,mobile,0.5028,2025-08-15,0
P00493,EE,Affiliate,Electronics,mobile,0.3562,2025-07-07,1
P00494,LV,Organic Search,Sports,desktop,0.6043,2025-02-25,0
P00495,LT,Organic Search,Beauty,mobile,0.5371,2025-05-23,0
P00496,EE,Paid Search,Home,desktop,0.5438,2025-01-12,0
P00497,EE,Organic Search,Beauty,mobile,0.2623,2025-05-13,0
P00498,EE,Paid Social,Pet Care,mobile,0.8038,2025-10-20,0
P00499,EE,CRM,Sports,desktop,0.2595,2025-06-12,0
P00500,EE,Affiliate,Pet Care,mobile,0.1939,2025-08-19,0
P00501,LV,Paid Search,Sports,mobile,0.3164,2025-01-08,0
P00502,LV,CRM,Home,mobile,0.3435,2025-06-21,0
P00503,LV,Paid Social,Beauty,desktop,0.1584,2025-02-20,0
P00504,LT,Affiliate,Electronics,desktop,0.6463,2025-08-16,0
P00505,EE,Paid Social,Sports,desktop,0.9022,2025-08-26,1
P00506,LV,Affiliate,Electronics,desktop,0.4,2025-07-21,1
P00507,LT,Organic Search,Electronics,mobile,0.558,2025-10-06,0
P00508,LV,Paid Search,Pet Care,desktop,0.5983,2025-06-02,1
P00509,LT,Paid Social,Beauty,mobile,0.4833,2025-02-09,0
P00510,LV,Paid Social,Home,mobile,0.2531,2025-10-07,0
P00511,LT,Paid Search,Home,mobile,0.3182,2025-04-22,0
P00512,LT,Paid Social,Sports,mobile,0.1943,2025-08-12,0
P00513,LV,Organic Search,Sports,mobile,0.5661,2025-06-09,1
P00514,LV,Paid Search,Sports,mobile,0.1904,2025-08-08,1
P00515,LT,Paid Social,Sports,desktop,0.4511,2025-04-12,0
P00516,LT,Paid Social,Beauty,desktop,0.3436,2025-10-22,0
P00517,LV,Organic Search,Electronics,mobile,0.3775,2025-02-18,1
P00518,LV,CRM,Sports,desktop,0.2082,2025-10-03,0
P00519,LV,CRM,Sports,desktop,0.4387,2025-07-31,1
P00520,LV,Paid Search,Home,mobile,0.7166,2025-09-28,0
P00521,LV,Paid Social,Beauty,mobile,0.3814,2025-04-14,0
P00522,LT,Paid Search,Pet Care,mobile,0.6455,2025-04-06,1
P00523,LV,Paid Search,Home,mobile,0.2837,2025-02-26,1
P00524,LT,CRM,Sports,mobile,0.2573,2025-03-29,1
P00525,LT,Paid Search,Sports,desktop,0.8155,2025-06-21,0
P00526,EE,CRM,Pet Care,desktop,0.5054,2025-09-05,1
P00527,LV,Paid Social,Pet Care,mobile,0.7244,2025-06-08,0
P00528,LV,Paid Search,Pet Care,mobile,0.6031,2025-03-17,1
P00529,EE,Affiliate,Beauty,desktop,0.2587,2025-03-30,1
P00530,LV,Paid Social,Electronics,desktop,0.0732,2025-10-14,0
P00531,LV,Organic Search,Pet Care,desktop,0.2163,2025-05-31,1
P00532,LT,Organic Search,Pet Care,desktop,0.805,2025-03-11,1
P00533,EE,Organic Search,Pet Care,mobile,0.1989,2025-03-05,0
P00534,LV,Organic Search,Pet Care,mobile,0.3745,2025-09-10,1
P00535,LV,Organic Search,Home,mobile,0.5199,2025-02-02,1
P00536,LT,CRM,Pet Care,mobile,0.1955,2025-06-14,0
P00537,LT,Paid Search,Sports,desktop,0.2118,2025-08-11,0
P00538,LV,Paid Social,Beauty,desktop,0.5759,2025-02-06,0
P00539,LV,Affiliate,Pet Care,mobile,0.4003,2025-02-04,1
P00540,EE,Organic Search,Pet Care,desktop,0.2906,2025-05-01,0
P00541,LT,Affiliate,Pet Care,mobile,0.4513,2025-09-03,0
P00542,EE,Paid Search,Electronics,desktop,0.4953,2025-04-11,0
P00543,LV,Paid Search,Home,mobile,0.2436,2025-07-08,1
P00544,LV,Affiliate,Home,desktop,0.4464,2025-07-02,0
P00545,LV,Affiliate,Home,mobile,0.6269,2025-10-05,0
P00546,LV,Paid Social,Sports,mobile,0.352,2025-03-14,0
P00547,LV,CRM,Home,mobile,0.2128,2025-01-10,0
P00548,LV,Paid Search,Beauty,desktop,0.4863,2025-06-22,0
P00549,LV,Paid Social,Sports,mobile,0.2955,2025-01-30,0
P00550,EE,Paid Social,Pet Care,mobile,0.8051,2025-05-02,0
P00551,LV,Paid Social,Beauty,mobile,0.8686,2025-07-05,0
P00552,LV,Paid Search,Electronics,mobile,0.201,2025-01-19,0
P00553,LV,Paid Search,Sports,mobile,0.1421,2025-05-22,1
P00554,LV,Paid Search,Home,mobile,0.3758,2025-09-19,1
P00555,EE,Paid Social,Beauty,desktop,0.1632,2025-03-18,0
P00556,EE,Organic Search,Electronics,mobile,0.2962,2025-08-30,0
P00557,LT,Affiliate,Home,mobile,0.338,2025-06-11,0
P00558,LV,Paid Social,Beauty,mobile,0.3653,2025-03-06,1
P00559,EE,Paid Search,Pet Care,mobile,0.2833,2025-07-18,0
P00560,EE,Organic Search,Beauty,desktop,0.5159,2025-01-24,0
P00561,LT,CRM,Beauty,mobile,0.4015,2025-03-19,0
P00562,LT,Affiliate,Electronics,mobile,0.4238,2025-06-02,0
P00563,EE,Paid Search,Pet Care,mobile,0.4322,2025-04-18,1
P00564,LV,CRM,Electronics,desktop,0.5858,2025-04-15,0
P00565,LT,Affiliate,Electronics,mobile,0.1675,2025-08-10,0
P00566,LV,Paid Search,Home,mobile,0.6598,2025-08-21,0
P00567,EE,CRM,Home,desktop,0.1358,2025-10-13,1
P00568,LV,Paid Search,Home,mobile,0.247,2025-10-26,0
P00569,LT,Organic Search,Beauty,mobile,0.7531,2025-06-01,1
P00570,EE,CRM,Electronics,mobile,0.4047,2025-06-15,1
P00571,EE,Paid Search,Sports,mobile,0.5941,2025-07-11,1
P00572,LV,Paid Social,Electronics,mobile,0.163,2025-10-23,0
P00573,LT,Paid Search,Electronics,desktop,0.5909,2025-09-12,0
P00574,LV,Paid Search,Home,desktop,0.0899,2025-03-15,1
P00575,LT,CRM,Beauty,mobile,0.376,2025-06-10,0
P00576,EE,Paid Social,Electronics,mobile,0.587,2025-03-07,1
P00577,LV,Organic Search,Beauty,mobile,0.2014,2025-06-12,0
P00578,LV,Paid Social,Electronics,desktop,0.1806,2025-06-29,0
P00579,EE,Organic Search,Beauty,mobile,0.6546,2025-04-14,0
P00580,LV,CRM,Beauty,desktop,0.6069,2025-05-22,0
P00581,LT,Paid Search,Beauty,desktop,0.1475,2025-01-01,1
P00582,EE,Organic Search,Beauty,mobile,0.751,2025-05-09,0
P00583,LV,Organic Search,Pet Care,mobile,0.6275,2025-04-08,1
P00584,LT,Paid Social,Pet Care,mobile,0.1903,2025-10-07,0
P00585,LV,Paid Social,Sports,desktop,0.4183,2025-01-29,0
P00586,LT,Affiliate,Pet Care,mobile,0.8432,2025-03-28,0
P00587,LT,Paid Search,Home,desktop,0.2237,2025-05-22,1
P00588,LT,Paid Social,Pet Care,desktop,0.6422,2025-05-07,0
P00589,LV,CRM,Home,mobile,0.5319,2025-04-13,1
P00590,LV,CRM,Home,desktop,0.4374,2025-08-28,1
P00591,LV,Affiliate,Home,mobile,0.2654,2025-09-17,1
P00592,LT,Paid Search,Electronics,mobile,0.3624,2025-06-07,0
P00593,LV,Paid Social,Home,mobile,0.3093,2025-08-30,0
P00594,LV,Affiliate,Home,desktop,0.594,2025-06-17,0
P00595,LT,Organic Search,Home,mobile,0.2945,2025-04-02,1
P00596,LT,CRM,Beauty,desktop,0.6969,2025-02-12,0
P00597,LT,Paid Social,Electronics,mobile,0.4943,2025-08-06,0
P00598,LV,Organic Search,Home,mobile,0.5411,2025-04-02,1
P00599,LT,Organic Search,Home,mobile,0.2609,2025-05-21,1
P00600,LT,CRM,Electronics,desktop,0.4056,2025-08-10,1
P00601,LT,Paid Social,Beauty,mobile,0.486,2025-06-12,0
P00602,LT,Organic Search,Beauty,mobile,0.3545,2025-10-13,1
P00603,LT,Paid Search,Home,desktop,0.4485,2025-08-09,0
P00604,LT,Paid Social,Pet Care,mobile,0.158,2025-03-05,0
P00605,LV,Organic Search,Home,desktop,0.4609,2025-07-05,0
P00606,LV,Paid Social,Sports,mobile,0.3753,2025-05-27,0
P00607,LT,Affiliate,Home,mobile,0.4388,2025-01-15,0
P00608,LV,Paid Search,Beauty,desktop,0.053,2025-08-30,0
P00609,LV,CRM,Home,desktop,0.3421,2025-08-30,0
P00610,EE,CRM,Pet Care,desktop,0.5165,2025-09-14,0
P00611,LV,CRM,Pet Care,desktop,0.8305,2025-10-03,0
P00612,LV,Paid Social,Sports,desktop,0.4546,2025-01-21,0
P00613,LT,Paid Search,Electronics,mobile,0.3802,2025-07-31,0
P00614,LV,Organic Search,Sports,desktop,0.4385,2025-05-14,0
P00615,LV,Affiliate,Beauty,desktop,0.3593,2025-05-30,1
P00616,EE,Organic Search,Beauty,mobile,0.3768,2025-09-14,1
P00617,LT,Paid Social,Electronics,mobile,0.17,2025-02-20,1
P00618,EE,Paid Search,Home,mobile,0.445,2025-04-17,1
P00619,EE,Paid Search,Home,mobile,0.5254,2025-05-19,1
P00620,LV,Paid Search,Home,mobile,0.5246,2025-06-07,0
P00621,LV,Paid Search,Sports,mobile,0.144,2025-03-29,0
P00622,EE,Paid Social,Electronics,desktop,0.2998,2025-06-20,1
P00623,LT,CRM,Sports,mobile,0.1119,2025-09-15,0
P00624,EE,Affiliate,Sports,desktop,0.3672,2025-07-19,0
P00625,LV,Affiliate,Electronics,mobile,0.5813,2025-03-10,0
P00626,LV,Paid Social,Beauty,desktop,0.3943,2025-05-14,0
P00627,LV,CRM,Sports,mobile,0.3246,2025-04-20,1
P00628,LV,Paid Social,Electronics,desktop,0.4368,2025-02-08,1
P00629,LT,Paid Social,Electronics,mobile,0.3057,2025-02-16,0
P00630,LV,CRM,Home,mobile,0.5076,2025-06-08,1
P00631,LV,Affiliate,Pet Care,desktop,0.3048,2025-04-03,1
P00632,EE,Paid Social,Home,desktop,0.5192,2025-10-02,0
P00633,LV,Paid Social,Sports,mobile,0.3096,2025-10-20,1
P00634,LT,Organic Search,Pet Care,desktop,0.4297,2025-01-18,1
P00635,LV,Affiliate,Home,mobile,0.1179,2025-09-07,0
P00636,LV,Paid Search,Beauty,mobile,0.2587,2025-02-18,0
P00637,LV,CRM,Beauty,desktop,0.3469,2025-07-23,1
P00638,LT,Paid Social,Electronics,mobile,0.7921,2025-10-12,1
P00639,EE,Affiliate,Home,mobile,0.6526,2025-05-20,0
P00640,LT,Paid Social,Beauty,mobile,0.2821,2025-02-15,0
P00641,LT,CRM,Home,desktop,0.4412,2025-05-22,1
P00642,LT,CRM,Pet Care,desktop,0.2099,2025-10-22,0
P00643,LT,Paid Search,Beauty,mobile,0.286,2025-08-14,1
P00644,LV,Organic Search,Beauty,desktop,0.4855,2025-03-24,0
P00645,LV,Organic Search,Sports,mobile,0.3149,2025-04-27,1
P00646,LT,Paid Search,Electronics,mobile,0.5318,2025-07-27,0
P00647,LT,CRM,Sports,mobile,0.3775,2025-10-19,1
P00648,LV,Paid Social,Home,desktop,0.6642,2025-10-22,1
P00649,LT,Organic Search,Beauty,mobile,0.3126,2025-10-11,0
P00650,LV,Paid Social,Beauty,desktop,0.2179,2025-06-27,1
P00651,EE,Affiliate,Electronics,desktop,0.5243,2025-07-03,0
P00652,EE,CRM,Electronics,mobile,0.1313,2025-09-11,0
P00653,EE,Paid Search,Home,desktop,0.4603,2025-04-01,0
P00654,LT,Paid Social,Sports,desktop,0.1089,2025-09-26,1
P00655,LT,Affiliate,Sports,desktop,0.1686,2025-04-01,0
P00656,EE,Paid Search,Sports,mobile,0.2172,2025-09-23,0
P00657,LT,CRM,Sports,mobile,0.5683,2025-03-01,0
P00658,LT,Organic Search,Sports,mobile,0.4188,2025-02-16,0
P00659,LV,Paid Social,Home,mobile,0.3733,2025-04-12,0
P00660,LT,CRM,Home,mobile,0.4458,2025-01-29,0
P00661,LT,Paid Search,Home,mobile,0.645,2025-04-07,0
P00662,LV,Paid Search,Beauty,desktop,0.2514,2025-04-06,1
P00663,LT,Paid Search,Pet Care,desktop,0.264,2025-10-20,0
P00664,LV,CRM,Home,mobile,0.5166,2025-04-08,1
P00665,LV,Paid Search,Sports,mobile,0.6383,2025-04-14,0
P00666,EE,Paid Search,Beauty,mobile,0.5739,2025-08-13,0
P00667,LT,Paid Search,Electronics,desktop,0.2955,2025-03-20,1
P00668,LT,Paid Search,Pet Care,desktop,0.2072,2025-07-09,1
P00669,LV,Paid Social,Sports,desktop,0.3142,2025-10-05,0
P00670,EE,Paid Social,Home,mobile,0.2613,2025-07-24,0
P00671,LT,Paid Social,Beauty,mobile,0.3467,2025-07-29,0
P00672,LV,Paid Search,Home,desktop,0.7545,2025-03-22,0
P00673,LV,Affiliate,Sports,mobile,0.2346,2025-03-21,0
P00674,LT,Organic Search,Electronics,mobile,0.17,2025-02-19,0
P00675,EE,Paid Search,Electronics,mobile,0.5555,2025-04-20,1
P00676,EE,Paid Social,Sports,desktop,0.3779,2025-02-12,0
P00677,EE,Affiliate,Electronics,mobile,0.2988,2025-06-13,1
P00678,LV,CRM,Pet Care,mobile,0.5538,2025-08-06,0
P00679,LV,Organic Search,Home,mobile,0.2994,2025-09-18,1
P00680,LV,Paid Search,Pet Care,desktop,0.133,2025-02-11,0
P00681,LV,CRM,Sports,mobile,0.4645,2025-09-11,1
P00682,EE,CRM,Beauty,mobile,0.0952,2025-05-09,0
P00683,EE,Paid Social,Pet Care,desktop,0.4442,2025-02-15,0
P00684,LV,Paid Social,Beauty,mobile,0.5291,2025-10-07,0
P00685,EE,CRM,Pet Care,mobile,0.2625,2025-08-26,0
P00686,EE,Paid Search,Home,desktop,0.3742,2025-08-11,0
P00687,LV,Paid Social,Electronics,desktop,0.251,2025-07-20,0
P00688,LV,Paid Search,Pet Care,mobile,0.5654,2025-09-02,0
P00689,LT,Paid Social,Home,mobile,0.4888,2025-08-08,0
P00690,LV,Paid Social,Home,desktop,0.1967,2025-06-17,0
P00691,EE,CRM,Beauty,mobile,0.5353,2025-04-28,1
P00692,LV,CRM,Beauty,desktop,0.5028,2025-03-16,0
P00693,LV,Paid Social,Sports,mobile,0.2608,2025-01-06,0
P00694,LT,Affiliate,Home,mobile,0.2275,2025-07-15,0
P00695,LV,CRM,Beauty,desktop,0.3809,2025-07-08,1
P00696,EE,Paid Social,Home,mobile,0.4759,2025-02-05,0
P00697,EE,Paid Social,Electronics,mobile,0.5041,2025-05-14,0
P00698,LV,Paid Social,Home,desktop,0.3306,2025-07-22,1
P00699,LV,Paid Search,Beauty,desktop,0.383,2025-06-21,0
P00700,LT,CRM,Home,desktop,0.6953,2025-02-27,0
P00701,EE,CRM,Home,mobile,0.7901,2025-01-28,1
P00702,EE,CRM,Beauty,desktop,0.2919,2025-01-06,1
P00703,EE,CRM,Sports,desktop,0.1728,2025-01-16,0
P00704,LT,Paid Social,Electronics,desktop,0.2268,2025-10-16,0
P00705,LV,Paid Search,Sports,desktop,0.2044,2025-05-24,1
P00706,LV,Organic Search,Sports,desktop,0.2429,2025-01-22,0
P00707,EE,CRM,Sports,mobile,0.7207,2025-07-22,1
P00708,LV,Paid Social,Sports,desktop,0.1881,2025-10-05,1
P00709,LV,Affiliate,Electronics,desktop,0.6311,2025-06-08,1
P00710,LV,Organic Search,Home,mobile,0.4575,2025-03-21,0
P00711,LV,Paid Search,Pet Care,mobile,0.5834,2025-10-26,0
P00712,LT,Paid Social,Home,mobile,0.7344,2025-08-09,0
P00713,LV,Paid Search,Pet Care,mobile,0.5216,2025-07-03,1
P00714,LT,Paid Search,Beauty,mobile,0.7322,2025-06-05,1
P00715,EE,CRM,Home,mobile,0.2737,2025-08-10,0
P00716,EE,Paid Search,Pet Care,desktop,0.3438,2025-09-03,1
P00717,LT,Organic Search,Electronics,desktop,0.5911,2025-05-18,1
P00718,LT,Paid Social,Beauty,mobile,0.1884,2025-10-03,0
P00719,LV,Paid Social,Pet Care,mobile,0.7448,2025-10-09,0
P00720,LT,Paid Social,Home,mobile,0.7665,2025-03-03,0
P00721,LV,Paid Search,Beauty,mobile,0.5148,2025-01-31,0
P00722,LT,Paid Search,Beauty,mobile,0.2063,2025-05-02,0
P00723,LV,CRM,Pet Care,mobile,0.3944,2025-05-19,0
P00724,EE,Paid Social,Electronics,desktop,0.3097,2025-06-07,0
P00725,LT,Paid Search,Sports,mobile,0.6653,2025-04-16,0
P00726,EE,Organic Search,Home,desktop,0.496,2025-02-09,1
P00727,LT,Affiliate,Electronics,mobile,0.2042,2025-05-11,1
P00728,LV,Paid Social,Beauty,mobile,0.2687,2025-04-29,0
P00729,LV,Paid Search,Electronics,mobile,0.4409,2025-04-11,0
P00730,LT,Paid Social,Electronics,mobile,0.0344,2025-10-01,1
P00731,LV,Paid Social,Electronics,mobile,0.4603,2025-08-24,0
P00732,LT,Organic Search,Sports,mobile,0.3713,2025-07-27,1
P00733,LT,Paid Social,Home,desktop,0.2154,2025-01-09,0
P00734,LV,Affiliate,Home,desktop,0.3256,2025-03-16,0
P00735,LV,Paid Social,Beauty,mobile,0.2295,2025-09-03,1
P00736,LT,Organic Search,Sports,desktop,0.4035,2025-09-17,1
P00737,LV,Paid Search,Pet Care,desktop,0.4245,2025-05-16,1
P00738,EE,CRM,Home,mobile,0.0781,2025-01-12,0
P00739,LT,CRM,Home,mobile,0.2219,2025-05-08,1
P00740,EE,Paid Social,Pet Care,desktop,0.4718,2025-04-20,1
P00741,EE,Paid Social,Sports,mobile,0.4407,2025-07-02,1
P00742,LV,Affiliate,Electronics,mobile,0.3327,2025-02-07,0
P00743,LT,Paid Social,Sports,mobile,0.671,2025-08-31,0
P00744,LV,CRM,Beauty,desktop,0.2893,2025-07-23,0
P00745,EE,Paid Search,Pet Care,mobile,0.5974,2025-03-26,1
P00746,LV,Organic Search,Beauty,mobile,0.7356,2025-10-03,0
P00747,LV,Affiliate,Beauty,mobile,0.1649,2025-06-11,0
P00748,LV,Paid Search,Home,mobile,0.3701,2025-08-19,1
P00749,LV,Paid Social,Sports,desktop,0.3021,2025-07-05,0
P00750,EE,CRM,Electronics,desktop,0.7167,2025-05-03,0
P00751,LT,Paid Social,Beauty,mobile,0.1042,2025-05-23,0
P00752,LV,Affiliate,Sports,mobile,0.2654,2025-02-14,0
P00753,LV,Paid Social,Sports,desktop,0.3206,2025-02-23,0
P00754,LT,Affiliate,Sports,mobile,0.4768,2025-09-11,0
P00755,LV,CRM,Electronics,mobile,0.6105,2025-06-11,1
P00756,EE,Affiliate,Home,desktop,0.255,2025-07-30,1
P00757,LV,CRM,Sports,mobile,0.551,2025-02-10,1
P00758,LT,Paid Search,Beauty,mobile,0.5581,2025-10-15,0
P00759,LT,Paid Search,Sports,mobile,0.4844,2025-09-18,1
P00760,LV,Organic Search,Electronics,mobile,0.4351,2025-02-28,1
P00761,LV,CRM,Sports,mobile,0.529,2025-07-08,1
P00762,LV,CRM,Sports,mobile,0.2673,2025-07-19,0
P00763,LT,Paid Search,Home,desktop,0.1908,2025-07-09,1
P00764,LT,CRM,Home,mobile,0.1249,2025-06-24,0
P00765,LT,Organic Search,Beauty,mobile,0.5237,2025-10-17,1
P00766,LT,Paid Search,Home,mobile,0.8517,2025-07-09,1
P00767,LT,Paid Search,Beauty,mobile,0.5786,2025-01-01,1
P00768,EE,Paid Social,Sports,mobile,0.2822,2025-03-23,1
P00769,EE,Paid Search,Pet Care,mobile,0.2421,2025-09-30,0
P00770,LT,CRM,Electronics,mobile,0.1456,2025-06-01,1
P00771,LV,Organic Search,Home,desktop,0.0743,2025-06-20,1
P00772,LV,Paid Search,Sports,desktop,0.4341,2025-10-27,0
P00773,LV,Organic Search,Pet Care,desktop,0.2096,2025-01-14,1
P00774,LV,Paid Search,Electronics,mobile,0.3895,2025-05-14,1
P00775,LV,Organic Search,Beauty,desktop,0.0624,2025-08-24,1
P00776,LT,Affiliate,Beauty,mobile,0.6181,2025-07-13,0
P00777,LT,Organic Search,Beauty,mobile,0.2092,2025-06-07,0
P00778,LT,Paid Search,Home,desktop,0.243,2025-05-09,1
P00779,LT,CRM,Home,mobile,0.4973,2025-10-12,1
P00780,EE,CRM,Electronics,desktop,0.5433,2025-08-21,1
P00781,LV,Paid Social,Home,mobile,0.0934,2025-10-10,0
P00782,LV,Organic Search,Sports,mobile,0.2759,2025-09-26,0
P00783,EE,Paid Search,Sports,desktop,0.4689,2025-08-01,0
P00784,EE,CRM,Beauty,mobile,0.2808,2025-10-22,0
P00785,LT,Paid Social,Electronics,mobile,0.4418,2025-03-22,0
P00786,LT,CRM,Home,desktop,0.4208,2025-09-24,1
P00787,LV,Organic Search,Home,mobile,0.5489,2025-04-10,0
P00788,LV,Organic Search,Beauty,desktop,0.3504,2025-03-05,0
P00789,EE,Paid Social,Electronics,mobile,0.3262,2025-01-09,0
P00790,EE,Paid Social,Beauty,desktop,0.5029,2025-07-12,0
P00791,LV,Organic Search,Electronics,mobile,0.4262,2025-07-07,0
P00792,EE,Organic Search,Sports,desktop,0.1206,2025-04-10,0
P00793,LV,Organic Search,Electronics,mobile,0.2156,2025-10-13,0
P00794,EE,CRM,Beauty,desktop,0.8515,2025-04-23,1
P00795,LV,Organic Search,Beauty,mobile,0.3369,2025-06-26,0
