prospect_id,experiment_id,treatment,assignment_date
P00580,free_shipping_threshold,control,2025-05-22
P00581,free_shipping_threshold,treatment,2025-01-01
P00582,free_shipping_threshold,control,2025-05-09
P00583,free_shipping_threshold,treatment,2025-04-08
P00584,free_shipping_threshold,control,2025-10-07
P00585,free_shipping_threshold,treatment,2025-01-29
P00586,free_shipping_threshold,control,2025-03-28
P00587,free_shipping_threshold,control,2025-05-22
P00588,free_shipping_threshold,treatment,2025-05-07
P00589,free_shipping_threshold,treatment,2025-04-13
P00590,free_shipping_threshold,treatment,2025-08-28
P00591,free_shipping_threshold,treatment,2025-09-17
P00592,free_shipping_threshold,treatment,2025-06-07
P00593,free_shipping_threshold,control,2025-08-30
P00594,free_shipping_threshold,control,2025-06-17
P00595,free_shipping_threshold,control,2025-04-02
P00596,free_shipping_threshold,treatment,2025-02-12
P00597,free_shipping_threshold,treatment,2025-08-06
P00598,free_shipping_threshold,control,2025-04-02
P00599,free_shipping_threshold,treatment,2025-05-21
P00600,free_shipping_threshold,control,2025-08-10
P00601,free_shipping_threshold,treatment,2025-06-12
P00602,free_shipping_threshold,treatment,2025-10-13
P00603,free_shipping_threshold,treatment,2025-08-09
P00604,free_shipping_threshold,treatment,2025-03-05
P00605,free_shipping_threshold,control,2025-07-05
P00606,free_shipping_threshold,control,2025-05-27
P00607,free_shipping_threshold,control,2025-01-15
P00608,free_shipping_threshold,control,2025-08-30
P00609,free_shipping_threshold,control,2025-08-30
P00610,free_shipping_threshold,control,2025-09-14
P00611,free_shipping_threshold,treatment,2025-10-03
P00612,free_shipping_threshold,treatment,2025-01-21
P00613,free_shipping_threshold,control,2025-07-31
P00614,free_shipping_threshold,treatment,2025-05-14
P00615,free_shipping_threshold,treatment,2025-05-30
P00616,free_shipping_threshold,treatment,2025-09-14
P00617,free_shipping_threshold,control,2025-02-20
P00618,free_shipping_threshold,treatment,2025-04-17
P00619,free_shipping_threshold,treatment,2025-05-19
P00620,free_shipping_threshold,control,2025-06-07
P00621,free_shipping_threshold,control,2025-03-29
P00622,free_shipping_threshold,control,2025-06-20
P00623,free_shipping_threshold,treatment,2025-09-15
P00624,free_shipping_threshold,control,2025-07-19
P00625,free_shipping_threshold,control,2025-03-10
P00626,free_shipping_threshold,control,2025-05-14
P00627,free_shipping_threshold,treatment,2025-04-20
P00628,free_shipping_threshold,control,2025-02-08
P00629,free_shipping_threshold,control,2025-02-16
P00630,free_shipping_threshold,control,2025-06-08
P00631,free_shipping_threshold,treatment,2025-04-03
P00632,free_shipping_threshold,treatment,2025-10-02
P00633,free_shipping_threshold,treatment,2025-10-20
P00634,free_shipping_threshold,control,2025-01-18
P00635,free_shipping_threshold,control,2025-09-07
P00636,free_shipping_threshold,treatment,2025-02-18
P00637,free_shipping_threshold,control,2025-07-23
P00638,free_shipping_threshold,control,2025-10-12
P00639,free_shipping_threshold,control,2025-05-20
P00640,free_shipping_threshold,control,2025-02-15
P00641,free_shipping_threshold,control,2025-05-22
P00642,free_shipping_threshold,treatment,2025-10-22
P00643,free_shipping_threshold,control,2025-08-14
P00644,free_shipping_threshold,treatment,2025-03-24
P00645,free_shipping_threshold,treatment,2025-04-27
P00646,free_shipping_threshold,control,2025-07-27
P00647,free_shipping_threshold,control,2025-10-19
P00648,free_shipping_threshold,control,2025-10-22
P00649,free_shipping_threshold,control,2025-10-11
P00650,free_shipping_threshold,treatment,2025-06-27
P00651,free_shipping_threshold,control,2025-07-03
P00652,free_shipping_threshold,control,2025-09-11
P00653,free_shipping_threshold,control,2025-04-01
P00654,free_shipping_threshold,treatment,2025-09-26
P00655,free_shipping_threshold,control,2025-04-01
P00656,free_shipping_threshold,treatment,2025-09-23
P00657,free_shipping_threshold,control,2025-03-01
P00658,free_shipping_threshold,control,2025-02-16
P00659,free_shipping_threshold,treatment,2025-04-12
P00660,free_shipping_threshold,control,2025-01-29
P00661,free_shipping_threshold,treatment,2025-04-07
P00662,free_shipping_threshold,control,2025-04-06
P00663,free_shipping_threshold,control,2025-10-20
P00664,free_shipping_threshold,control,2025-04-08
P00665,free_shipping_threshold,control,2025-04-14
P00666,free_shipping_threshold,control,2025-08-13
P00667,free_shipping_threshold,treatment,2025-03-20
P00668,free_shipping_threshold,treatment,2025-07-09
P00669,free_shipping_threshold,control,2025-10-05
P00670,free_shipping_threshold,treatment,2025-07-24
P00671,free_shipping_threshold,treatment,2025-07-29
P00672,free_shipping_threshold,control,2025-03-22
P00673,free_shipping_threshold,control,2025-03-21
P00674,free_shipping_threshold,control,2025-02-19
P00675,free_shipping_threshold,treatment,2025-04-20
P00676,free_shipping_threshold,treatment,2025-02-12
P00677,free_shipping_threshold,control,2025-06-13
P00678,free_shipping_threshold,treatment,2025-08-06
P00679,free_shipping_threshold,control,2025-09-18
P00680,free_shipping_threshold,treatment,2025-02-11
P00681,free_shipping_threshold,control,2025-09-11
P00682,free_shipping_threshold,treatment,2025-05-09
P00683,free_shipping_threshold,treatment,2025-02-15
P00684,free_shipping_threshold,control,2025-10-07
P00685,free_shipping_threshold,control,2025-08-26
P00686,free_shipping_threshold,control,2025-08-11
P00687,free_shipping_threshold,treatment,2025-07-20
P00688,free_shipping_threshold,control,2025-09-02
P00689,free_shipping_threshold,control,2025-08-08
P00690,free_shipping_threshold,control,2025-06-17
P00691,free_shipping_threshold,control,2025-04-28
P00692,free_shipping_threshold,control,2025-03-16
P00693,free_shipping_threshold,treatment,2025-01-06
P00694,free_shipping_threshold,control,2025-07-15
P00695,free_shipping_threshold,treatment,2025-07-08
P00696,free_shipping_threshold,treatment,2025-02-05
P00697,free_shipping_threshold,treatment,2025-05-14
P00698,free_shipping_threshold,treatment,2025-07-22
P00699,free_shipping_threshold,treatment,2025-06-21
P00700,free_shipping_threshold,treatment,2025-02-27
P00701,free_shipping_threshold,control,2025-01-28
P00702,free_shipping_threshold,control,2025-01-06
P00703,free_shipping_threshold,control,2025-01-16
P00704,free_shipping_threshold,treatment,2025-10-16
P00705,free_shipping_threshold,control,2025-05-24
P00706,free_shipping_threshold,treatment,2025-01-22
P00707,free_shipping_threshold,treatment,2025-07-22
P00708,free_shipping_threshold,control,2025-10-05
P00709,free_shipping_threshold,control,2025-06-08
P00710,free_shipping_threshold,control,2025-03-21
P00711,free_shipping_threshold,control,2025-10-26
P00712,free_shipping_threshold,treatment,2025-08-09
P00713,free_shipping_threshold,treatment,2025-07-03
P00714,free_shipping_threshold,control,2025-06-05
P00715,free_shipping_threshold,treatment,2025-08-10
P00716,free_shipping_threshold,control,2025-09-03
P00717,free_shipping_threshold,control,2025-05-18
P00718,free_shipping_threshold,treatment,2025-10-03
P00719,free_shipping_threshold,control,2025-10-09
P00720,free_shipping_threshold,treatment,2025-03-03
P00721,free_shipping_threshold,treatment,2025-01-31
P00722,free_shipping_threshold,treatment,2025-05-02
P00723,free_shipping_threshold,control,2025-05-19
P00724,free_shipping_threshold,treatment,2025-06-07
P00725,free_shipping_threshold,control,2025-04-16
P00726,free_shipping_threshold,control,2025-02-09
P00727,free_shipping_threshold,treatment,2025-05-11
P00728,free_shipping_threshold,control,2025-04-29
P00729,free_shipping_threshold,control,2025-04-11
P00730,free_shipping_threshold,control,2025-10-01
P00731,free_shipping_threshold,control,2025-08-24
P00732,free_shipping_threshold,control,2025-07-27
P00733,free_shipping_threshold,control,2025-01-09
P00734,free_shipping_threshold,control,2025-03-16
P00735,free_shipping_threshold,treatment,2025-09-03
P00736,free_shipping_threshold,treatment,2025-09-17
P00737,free_shipping_threshold,control,2025-05-16
P00738,free_shipping_threshold,treatment,2025-01-12
P00739,free_shipping_threshold,treatment,2025-05-08
P00740,free_shipping_threshold,treatment,2025-04-20
P00741,free_shipping_threshold,control,2025-07-02
P00742,free_shipping_threshold,treatment,2025-02-07
P00743,free_shipping_threshold,control,2025-08-31
P00744,free_shipping_threshold,control,2025-07-23
P00745,free_shipping_threshold,control,2025-03-26
P00746,free_shipping_threshold,control,2025-10-03
P00747,free_shipping_threshold,control,2025-06-11
P00748,free_shipping_threshold,treatment,2025-08-19
P00749,free_shipping_threshold,treatment,2025-07-05
P00750,free_shipping_threshold,treatment,2025-05-03
P00751,free_shipping_threshold,control,2025-05-23
P00752,free_shipping_threshold,control,2025-02-14
P00753,free_shipping_threshold,control,2025-02-23
P00754,free_shipping_threshold,control,2025-09-11
P00755,free_shipping_threshold,control,2025-06-11
P00756,free_shipping_threshold,control,2025-07-30
P00757,free_shipping_threshold,control,2025-02-10
P00758,free_shipping_threshold,control,2025-10-15
P00759,free_shipping_threshold,treatment,2025-09-18
P00760,free_shipping_threshold,treatment,2025-02-28
P00761,free_shipping_threshold,treatment,2025-07-08
P00762,free_shipping_threshold,treatment,2025-07-19
P00763,free_shipping_threshold,control,2025-07-09
P00764,free_shipping_threshold,treatment,2025-06-24
P00765,free_shipping_threshold,control,2025-10-17
P00766,free_shipping_threshold,treatment,2025-07-09
P00767,free_shipping_threshold,treatment,2025-01-01
P00768,free_shipping_threshold,treatment,2025-03-23
P00769,free_shipping_threshold,control,2025-09-30
P00770,free_shipping_threshold,treatment,2025-06-01
P00771,free_shipping_threshold,control,2025-06-20
P00772,free_shipping_threshold,treatment,2025-10-27
P00773,free_shipping_threshold,control,2025-01-14
P00774,free_shipping_threshold,control,2025-05-14
P00775,free_shipping_threshold,control,2025-08-24
P00776,free_shipping_threshold,control,2025-07-13
P00777,free_shipping_threshold,treatment,2025-06-07
P00778,free_shipping_threshold,treatment,2025-05-09
P00779,free_shipping_threshold,control,2025-10-12
P00780,free_shipping_threshold,control,2025-08-21
P00781,free_shipping_threshold,control,2025-10-10
P00782,free_shipping_threshold,control,2025-09-26
P00783,free_shipping_threshold,control,2025-08-01
P00784,free_shipping_threshold,treatment,2025-10-22
P00785,free_shipping_threshold,control,2025-03-22
P00786,free_shipping_threshold,control,2025-09-24
P00787,free_shipping_threshold,treatment,2025-04-10
P00788,free_shipping_threshold,treatment,2025-03-05
P00789,free_shipping_threshold,control,2025-01-09
P00790,free_shipping_threshold,control,2025-07-12
P00791,free_shipping_threshold,control,2025-07-07
P00792,free_shipping_threshold,control,2025-04-10
P00793,free_shipping_threshold,treatment,2025-10-13
P00794,free_shipping_threshold,treatment,2025-04-23
P00795,free_shipping_threshold,treatment,2025-06-26
P00796,free_shipping_threshold,control,2025-05-09
P00797,free_shipping_threshold,treatment,2025-03-26
P00798,free_shipping_threshold,control,2025-04-01
P00799,free_shipping_threshold,treatment,2025-05-25
P00800,free_shipping_threshold,treatment,2025-01-06
P00801,free_shipping_threshold,treatment,2025-08-28
P00802,free_shipping_threshold,treatment,2025-06-15
P00803,free_shipping_threshold,treatment,2025-02-22
P00804,free_shipping_threshold,treatment,2025-01-12
P00805,free_shipping_threshold,control,2025-10-07
P00806,free_shipping_threshold,control,2025-01-19
P00807,free_shipping_threshold,control,2025-06-13
P00808,free_shipping_threshold,treatment,2025-05-09
P00809,free_shipping_threshold,control,2025-05-18
P00810,free_shipping_threshold,treatment,2025-06-17
P00811,free_shipping_threshold,treatment,2025-07-01
P00812,free_shipping_threshold,control,2025-05-01
P00813,free_shipping_threshold,control,2025-10-26
P00814,free_shipping_threshold,control,2025-06-23
P00815,free_shipping_threshold,control,2025-03-02
P00816,free_shipping_threshold,treatment,2025-04-29
P00817,free_shipping_threshold,treatment,2025-08-05
P00818,free_shipping_threshold,control,2025-01-04
P00819,free_shipping_threshold,treatment,2025-01-17
P00820,free_shipping_threshold,control,2025-10-09
P00821,free_shipping_threshold,treatment,2025-01-15
P00822,free_shipping_threshold,treatment,2025-10-27
P00823,free_shipping_threshold,treatment,2025-03-04
P00824,free_shipping_threshold,control,2025-08-28
P00825,free_shipping_threshold,control,2025-02-01
P00826,free_shipping_threshold,control,2025-06-27
P00827,free_shipping_threshold,control,2025-06-28
P00828,free_shipping_threshold,control,2025-02-28
P00829,free_shipping_threshold,control,2025-06-04
P00830,free_shipping_threshold,control,2025-06-22
P00831,free_shipping_threshold,treatment,2025-03-21
P00832,free_shipping_threshold,treatment,2025-02-03
P00833,free_shipping_threshold,treatment,2025-01-02
P00834,free_shipping_threshold,treatment,2025-05-22
P00835,free_shipping_threshold,treatment,2025-05-10
P00836,free_shipping_threshold,control,2025-08-12
P00837,free_shipping_threshold,treatment,2025-08-06
P00838,free_shipping_threshold,treatment,2025-09-14
P00839,free_shipping_threshold,control,2025-08-13
P00840,free_shipping_threshold,treatment,2025-01-26
P00841,free_shipping_threshold,control,2025-02-28
P00842,free_shipping_threshold,control,2025-10-04
P00843,free_shipping_threshold,treatment,2025-02-12
P00844,free_shipping_threshold,control,2025-08-16
P00845,free_shipping_threshold,treatment,2025-03-03
P00846,free_shipping_threshold,control,2025-05-13
P00847,free_shipping_threshold,control,2025-09-13
P00848,free_shipping_threshold,treatment,2025-02-03
P00849,free_shipping_threshold,treatment,2025-10-07
P00850,free_shipping_threshold,treatment,2025-09-03
P00851,free_shipping_threshold,treatment,2025-07-25
P00852,free_shipping_threshold,control,2025-01-22
P00853,free_shipping_threshold,treatment,2025-09-17
P00854,free_shipping_threshold,treatment,2025-03-06
P00855,free_shipping_threshold,treatment,2025-06-09
P00856,free_shipping_threshold,control,2025-04-09
P00857,free_shipping_threshold,control,2025-09-02
P00858,free_shipping_threshold,control,2025-09-15
P00859,free_shipping_threshold,control,2025-04-11
P00860,free_shipping_threshold,control,2025-03-26
P00861,free_shipping_threshold,treatment,2025-08-09
P00862,free_shipping_threshold,control,2025-03-05
P00863,free_shipping_threshold,treatment,2025-05-11
P00864,free_shipping_threshold,control,2025-10-03
P00865,free_shipping_threshold,treatment,2025-03-27
P00866,free_shipping_threshold,control,2025-02-04
P00867,free_shipping_threshold,treatment,2025-02-03
P00868,free_shipping_threshold,treatment,2025-03-05
P00869,free_shipping_threshold,treatment,2025-02-01
P00870,free_shipping_threshold,control,2025-10-04
P00871,free_shipping_threshold,treatment,2025-03-16
P00872,free_shipping_threshold,control,2025-10-13
P00873,free_shipping_threshold,control,2025-06-11
P00874,free_shipping_threshold,treatment,2025-07-14
P00875,free_shipping_threshold,treatment,2025-01-08
P00876,free_shipping_threshold,control,2025-01-08
P00877,free_shipping_threshold,treatment,2025-02-07
P00878,free_shipping_threshold,control,2025-08-09
P00879,free_shipping_threshold,control,2025-10-11
P00880,free_shipping_threshold,control,2025-03-14
P00881,free_shipping_threshold,treatment,2025-10-11
P00882,free_shipping_threshold,treatment,2025-02-16
